,Product_name,Sale price,Actual Price,Ratting,Person Ratting,Offer,No of Ratting,No of Reviews
244,"APPLE iPhone 7 (Silver, 32 GB)","₹24,999","₹31,500",4.5,"95,048 Ratings & 9,197 Reviews",20% off,"95,048"," 9,197 Reviews"
245,"APPLE iPhone 14 Pro Max (Gold, 1 TB)","₹1,89,900",Same Price,4.7,283 Ratings & 26 Reviews,No offer this product,283, 26 Reviews
246,"APPLE iPhone XS (Space Grey, 256 GB)","₹1,03,900",Same Price,4.7,"11,963 Ratings & 871 Reviews",No offer this product,"11,963", 871 Reviews
247,"APPLE iPhone 11 Pro Max (Silver, 256 GB)","₹1,31,900",Same Price,4.7,"1,093 Ratings & 99 Reviews",No offer this product,"1,093", 99 Reviews
248,"APPLE iPhone 14 Pro Max (Space Black, 1 TB)","₹1,89,900",Same Price,4.7,283 Ratings & 26 Reviews,No offer this product,283, 26 Reviews
249,"APPLE iPhone 14 Pro Max (Deep Purple, 1 TB)","₹1,89,900",Same Price,4.7,283 Ratings & 26 Reviews,No offer this product,283, 26 Reviews
250,"APPLE iPhone 6 Plus (Space Grey, 16 GB)","₹39,999","₹62,000",4.5,"1,673 Ratings & 200 Reviews",35% off,"1,673", 200 Reviews
251,"Apple iPhone SE (Red, 256 GB) (Includes EarPods, Power Adapter)","₹43,990","₹54,900",4.5,"1,53,514 Ratings & 12,048 Reviews",19% off,"1,53,514"," 12,048 Reviews"
252,"APPLE iPhone 14 Pro (Space Black, 1 TB)","₹1,79,900",Same Price,4.8,341 Ratings & 29 Reviews,No offer this product,341, 29 Reviews
253,"APPLE iPhone 13 Pro Max (Alpine Green, 128 GB)","₹1,29,900",Same Price,4.6,"1,720 Ratings & 168 Reviews",No offer this product,"1,720", 168 Reviews
254,"Apple iPhone SE (White, 256 GB) (Includes EarPods, Power Adapter)","₹43,990","₹54,900",4.5,"1,53,514 Ratings & 12,048 Reviews",19% off,"1,53,514"," 12,048 Reviews"
255,"APPLE iPhone 11 Pro Max (Silver, 64 GB)","₹99,990","₹1,17,100",4.7,"1,093 Ratings & 99 Reviews",14% off,"1,093", 99 Reviews
256,"APPLE iPhone 6 Plus (Silver, 128 GB)","₹48,999","₹80,500",4.5,"1,673 Ratings & 200 Reviews",39% off,"1,673", 200 Reviews
257,"APPLE iPhone 12 Pro Max (Gold, 512 GB)","₹1,19,990","₹1,49,900",4.6,"1,253 Ratings & 101 Reviews",19% off,"1,253", 101 Reviews
258,"Apple iPhone SE (Black, 64 GB) (Includes EarPods, Power Adapter)","₹29,990","₹39,900",4.5,"1,53,514 Ratings & 12,048 Reviews",24% off,"1,53,514"," 12,048 Reviews"
259,"Apple iPhone SE (Red, 64 GB) (Includes EarPods, Power Adapter)","₹29,990","₹39,900",4.5,"1,53,514 Ratings & 12,048 Reviews",24% off,"1,53,514"," 12,048 Reviews"
260,"APPLE iPhone 14 Pro Max (Gold, 512 GB)","₹1,69,900",Same Price,4.7,283 Ratings & 26 Reviews,No offer this product,283, 26 Reviews
261,"APPLE iPhone 14 Pro Max (Space Black, 512 GB)","₹1,69,900",Same Price,4.7,283 Ratings & 26 Reviews,No offer this product,283, 26 Reviews
262,"APPLE iPhone 7 Plus (Gold, 32 GB)","₹37,900",Same Price,4.5,"29,792 Ratings & 2,998 Reviews",No offer this product,"29,792"," 2,998 Reviews"
263,"APPLE iPhone 12 Pro Max (Pacific Blue, 128 GB)","₹1,09,990","₹1,19,900",4.6,"1,253 Ratings & 101 Reviews",8% off,"1,253", 101 Reviews
264,"APPLE iPhone 11 Pro Max (Space Grey, 512 GB)","₹1,50,800",Same Price,4.7,"1,093 Ratings & 99 Reviews",No offer this product,"1,093", 99 Reviews
265,"APPLE iPhone 11 Pro Max (Midnight Green, 512 GB)","₹1,50,800",Same Price,4.7,"1,093 Ratings & 99 Reviews",No offer this product,"1,093", 99 Reviews
266,"APPLE iPhone 7 (Red, 128 GB)","₹34,900",Same Price,4.5,"95,048 Ratings & 9,197 Reviews",No offer this product,"95,048"," 9,197 Reviews"
267,"Apple iPhone XR (Black, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",Same Price,4.6,"1,00,548 Ratings & 8,570 Reviews",No offer this product,"1,00,548"," 8,570 Reviews"
268,"APPLE iPhone XR (Coral, 128 GB)","₹44,999","₹52,900",4.6,"1,00,548 Ratings & 8,570 Reviews",14% off,"1,00,548"," 8,570 Reviews"
269,"APPLE iPhone 12 Pro Max (Pacific Blue, 256 GB)","₹1,14,990","₹1,29,900",4.6,"1,253 Ratings & 101 Reviews",11% off,"1,253", 101 Reviews
270,"APPLE iPhone 11 Pro (Gold, 64 GB)","₹79,990","₹1,06,600",4.6,"8,653 Ratings & 630 Reviews",24% off,"8,653", 630 Reviews
271,"APPLE iPhone 5C (Blue, 8 GB)","₹14,999","₹37,500",3.9,"1,326 Ratings & 265 Reviews",60% off,"1,326", 265 Reviews
272,"APPLE iPhone 11 Pro (Space Grey, 512 GB)","₹1,40,300",Same Price,4.6,"8,653 Ratings & 630 Reviews",No offer this product,"8,653", 630 Reviews
273,"APPLE iPhone 11 Pro (Space Grey, 64 GB)","₹1,06,600",Same Price,4.6,"8,653 Ratings & 630 Reviews",No offer this product,"8,653", 630 Reviews
274,"APPLE iPhone XR (Coral, 64 GB)","₹39,999","₹47,900",4.6,"1,00,548 Ratings & 8,570 Reviews",16% off,"1,00,548"," 8,570 Reviews"
275,"APPLE iPhone XR (Blue, 64 GB)","₹39,999","₹47,900",4.6,"1,00,548 Ratings & 8,570 Reviews",16% off,"1,00,548"," 8,570 Reviews"
276,"APPLE iPhone 13 mini (Green, 128 GB)","₹58,990","₹64,900",4.5,"2,909 Ratings & 251 Reviews",9% off,"2,909", 251 Reviews
277,"APPLE iPhone 5C (White, 32 GB)","₹53,500",Same Price,3.9,"1,326 Ratings & 265 Reviews",No offer this product,"1,326", 265 Reviews
278,"APPLE iPhone 11 Pro Max (Silver, 512 GB)","₹1,50,800",Same Price,4.7,"1,093 Ratings & 99 Reviews",No offer this product,"1,093", 99 Reviews
279,"APPLE iPhone 6s Plus (Space Grey, 64 GB)","₹59,999","₹82,000",4.4,"18,838 Ratings & 2,381 Reviews",26% off,"18,838"," 2,381 Reviews"
280,"APPLE iPhone 13 Mini (Pink, 256 GB)","₹68,990","₹74,900",4.5,"2,909 Ratings & 251 Reviews",7% off,"2,909", 251 Reviews
281,"APPLE iPhone 7 (PRODUCT) (Red, 256 GB)","₹74,400",Same Price,4.7,29 Ratings & 1 Reviews,No offer this product,29, 1 Reviews
282,"APPLE iPhone 8 (PRODUCT)RED (Red, 256 GB)","₹81,500",Same Price,4.7,113 Ratings & 10 Reviews,No offer this product,113, 10 Reviews
283,"APPLE iPhone SE (3rd Gen) (Midnight, 256 GB)","₹52,990","₹64,900",4.3,577 Ratings & 77 Reviews,18% off,577, 77 Reviews
284,"APPLE iPhone 6s (Rose Gold, 16 GB)","₹31,999","₹62,000",4.5,"93,041 Ratings & 9,245 Reviews",48% off,"93,041"," 9,245 Reviews"
285,"APPLE iPhone 6s Plus (Rose Gold, 64 GB)","₹59,999","₹82,000",4.4,"18,838 Ratings & 2,381 Reviews",26% off,"18,838"," 2,381 Reviews"
286,"APPLE iPhone X (Silver, 256 GB)","₹1,06,900",Same Price,4.6,"10,968 Ratings & 870 Reviews",No offer this product,"10,968", 870 Reviews
287,"Apple iPhone XR (Yellow, 64 GB) (Includes EarPods, Power Adapter)","₹39,999","₹47,900",4.6,"1,00,548 Ratings & 8,570 Reviews",16% off,"1,00,548"," 8,570 Reviews"
288,"APPLE iPhone 6s Plus (Rose Gold, 64 GB)","₹59,999","₹82,000",4.4,"18,838 Ratings & 2,381 Reviews",26% off,"18,838"," 2,381 Reviews"
289,"APPLE iPhone X (Silver, 256 GB)","₹1,06,900",Same Price,4.6,"10,968 Ratings & 870 Reviews",No offer this product,"10,968", 870 Reviews
290,"Apple iPhone XR (Yellow, 64 GB) (Includes EarPods, Power Adapter)","₹39,999","₹47,900",4.6,"1,00,548 Ratings & 8,570 Reviews",16% off,"1,00,548"," 8,570 Reviews"
291,"APPLE iPhone 6s Plus (Silver, 16 GB)","₹49,999","₹72,000",4.4,"18,838 Ratings & 2,381 Reviews",30% off,"18,838"," 2,381 Reviews"
292,"APPLE iPhone 7 (Silver, 128 GB)","₹34,900",Same Price,4.5,"95,048 Ratings & 9,197 Reviews",No offer this product,"95,048"," 9,197 Reviews"
293,"APPLE iPhone SE (3rd Gen) (Product (Red), 256 GB)","₹52,990","₹64,900",4.3,577 Ratings & 77 Reviews,18% off,577, 77 Reviews
294,"APPLE iPhone 11 Pro (Gold, 512 GB)","₹1,40,300",Same Price,4.6,"8,653 Ratings & 630 Reviews",No offer this product,"8,653", 630 Reviews
295,"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹44,999","₹52,900",4.6,"1,00,548 Ratings & 8,570 Reviews",14% off,"1,00,548"," 8,570 Reviews"
296,"APPLE iPhone X (Silver, 64 GB)","₹91,900",Same Price,4.6,"10,968 Ratings & 870 Reviews",No offer this product,"10,968", 870 Reviews
297,"Apple iPhone XR (Coral, 128 GB) (Includes EarPods, Power Adapter)","₹44,999","₹52,900",4.6,"1,00,548 Ratings & 8,570 Reviews",14% off,"1,00,548"," 8,570 Reviews"
298,"Apple iPhone XR (Blue, 128 GB) (Includes EarPods, Power Adapter)","₹44,999","₹52,900",4.6,"1,00,548 Ratings & 8,570 Reviews",14% off,"1,00,548"," 8,570 Reviews"
299,"APPLE iPhone 6s (Silver, 16 GB)","₹41,999","₹62,000",4.5,"93,041 Ratings & 9,245 Reviews",32% off,"93,041"," 9,245 Reviews"
300,"APPLE iPhone 7 (Jet Black, 128 GB)","₹34,900",Same Price,4.5,"95,048 Ratings & 9,197 Reviews",No offer this product,"95,048"," 9,197 Reviews"
301,"APPLE iPhone XR (Blue, 128 GB)","₹44,999","₹52,900",4.6,"1,00,548 Ratings & 8,570 Reviews",14% off,"1,00,548"," 8,570 Reviews"
302,"APPLE iPhone 8 Plus (PRODUCT)RED (Red, 64 GB)","₹49,900","₹76,294",4.6,267 Ratings & 23 Reviews,34% off,267, 23 Reviews
303,"APPLE iPhone XS Max (Gold, 64 GB)","₹1,09,900",Same Price,4.6,"1,453 Ratings & 147 Reviews",No offer this product,"1,453", 147 Reviews
304,"Apple iPhone SE (Black, 128 GB) (Includes EarPods, Power Adapter)","₹34,990","₹44,900",4.5,"1,53,514 Ratings & 12,048 Reviews",22% off,"1,53,514"," 12,048 Reviews"
305,"APPLE iPhone 5s (Gold, 16 GB)","₹14,999","₹35,000",4.4,"62,715 Ratings & 7,361 Reviews",57% off,"62,715"," 7,361 Reviews"
306,"APPLE iPhone 7 (Gold, 128 GB)","₹34,900",Same Price,4.5,"95,048 Ratings & 9,197 Reviews",No offer this product,"95,048"," 9,197 Reviews"
307,"APPLE iPhone 11 Pro Max (Gold, 256 GB)","₹1,31,900",Same Price,4.7,"1,093 Ratings & 99 Reviews",No offer this product,"1,093", 99 Reviews
308,"APPLE iPhone 13 Pro Max (Silver, 128 GB)","₹1,29,900",Same Price,4.6,"1,720 Ratings & 168 Reviews",No offer this product,"1,720", 168 Reviews
309,"APPLE iPhone 13 Pro Max (Silver, 256 GB)","₹1,39,900",Same Price,4.6,"1,720 Ratings & 168 Reviews",No offer this product,"1,720", 168 Reviews
310,"APPLE iPhone 6s Plus (Gold, 32 GB)","₹34,900",Same Price,4.4,"18,838 Ratings & 2,381 Reviews",No offer this product,"18,838"," 2,381 Reviews"
311,"APPLE iPhone XR (Yellow, 128 GB)","₹44,999","₹52,900",4.6,"1,00,548 Ratings & 8,570 Reviews",14% off,"1,00,548"," 8,570 Reviews"
312,"APPLE iPhone 6 (Silver, 16 GB)","₹36,990","₹52,000",4.4,"1,45,545 Ratings & 16,265 Reviews",28% off,"1,45,545"," 16,265 Reviews"
313,"APPLE iPhone 7 Plus (PRODUCT) (Red, 256 GB)","₹85,400",Same Price,5,3 Ratings & 3 Reviews,No offer this product,3, 3 Reviews
314,"APPLE iPhone 6s (Silver, 64 GB)","₹49,999","₹72,000",4.5,"93,041 Ratings & 9,245 Reviews",30% off,"93,041"," 9,245 Reviews"
315,"APPLE iPhone XS (Gold, 256 GB)","₹1,03,900",Same Price,4.7,"11,963 Ratings & 871 Reviews",No offer this product,"11,963", 871 Reviews
316,"APPLE iPhone XS (Silver, 256 GB)","₹1,03,900",Same Price,4.7,"11,963 Ratings & 871 Reviews",No offer this product,"11,963", 871 Reviews
317,"APPLE iPhone 6 Plus (Space Grey, 64 GB)","₹48,999","₹71,500",4.5,"1,673 Ratings & 200 Reviews",31% off,"1,673", 200 Reviews
318,"APPLE iPhone 6 (Gold, 64 GB)","₹62,500",Same Price,4.4,"1,45,545 Ratings & 16,265 Reviews",No offer this product,"1,45,545"," 16,265 Reviews"
319,"APPLE iPhone 7 Plus (Rose Gold, 128 GB)","₹42,900",Same Price,4.5,"29,792 Ratings & 2,998 Reviews",No offer this product,"29,792"," 2,998 Reviews"
320,"APPLE iPhone 7 Plus (Jet Black, 32 GB)","₹37,900",Same Price,4.5,"29,792 Ratings & 2,998 Reviews",No offer this product,"29,792"," 2,998 Reviews"
321,"Apple iPhone SE (Black, 256 GB) (Includes EarPods, Power Adapter)","₹43,990","₹54,900",4.5,"1,53,514 Ratings & 12,048 Reviews",19% off,"1,53,514"," 12,048 Reviews"
322,"APPLE iPhone 8 Plus (PRODUCT)RED (Red, 256 GB)","₹84,900",Same Price,4.6,267 Ratings & 23 Reviews,No offer this product,267, 23 Reviews
323,"APPLE iPhone 8 Plus (Gold, 256 GB)","₹84,900",Same Price,4.6,"3,439 Ratings & 354 Reviews",No offer this product,"3,439", 354 Reviews
324,"APPLE iPhone 7 Plus (Silver, 128 GB)","₹42,900",Same Price,4.5,"29,792 Ratings & 2,998 Reviews",No offer this product,"29,792"," 2,998 Reviews"
325,"Apple iPhone XR (Yellow, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",Same Price,4.6,"1,00,548 Ratings & 8,570 Reviews",No offer this product,"1,00,548"," 8,570 Reviews"
326,"APPLE iPhone 14 Pro (Gold, 1 TB)","₹1,79,900",Same Price,4.8,341 Ratings & 29 Reviews,No offer this product,341, 29 Reviews
327,"APPLE iPhone 7 (Rose Gold, 128 GB)","₹34,900",Same Price,4.5,"95,048 Ratings & 9,197 Reviews",No offer this product,"95,048"," 9,197 Reviews"
328,"APPLE iPhone X (Space Gray, 64 GB)","₹91,900",Same Price,4.6,"10,968 Ratings & 870 Reviews",No offer this product,"10,968", 870 Reviews
329,"APPLE iPhone 7 Plus (Jet Black, 128 GB)","₹42,900",Same Price,4.5,"29,792 Ratings & 2,998 Reviews",No offer this product,"29,792"," 2,998 Reviews"
330,"APPLE iPhone XS (Silver, 512 GB)","₹1,34,900",Same Price,4.7,"11,963 Ratings & 871 Reviews",No offer this product,"11,963", 871 Reviews
331,"APPLE iPhone 8 (Space Grey, 64 GB)","₹39,900",Same Price,4.5,"11,358 Ratings & 803 Reviews",No offer this product,"11,358", 803 Reviews
332,"APPLE iPhone 5C (Pink, 8 GB)","₹37,500",Same Price,3.9,"1,326 Ratings & 265 Reviews",No offer this product,"1,326", 265 Reviews
333,"APPLE iPhone 7 Plus (Silver, 32 GB)","₹37,900",Same Price,4.5,"29,792 Ratings & 2,998 Reviews",No offer this product,"29,792"," 2,998 Reviews"
334,"Apple iPhone SE (White, 128 GB) (Includes EarPods, Power Adapter)","₹34,990","₹44,900",4.5,"1,53,514 Ratings & 12,048 Reviews",22% off,"1,53,514"," 12,048 Reviews"
335,"APPLE iPhone 6 Plus (Silver, 16 GB)","₹40,999","₹62,000",4.5,"1,673 Ratings & 200 Reviews",33% off,"1,673", 200 Reviews
336,"APPLE iPhone 6 Plus (Silver, 64 GB)","₹48,999","₹71,500",4.5,"1,673 Ratings & 200 Reviews",31% off,"1,673", 200 Reviews
337,"APPLE iPhone XS Max (Silver, 256 GB)","₹1,24,900",Same Price,4.6,"1,453 Ratings & 147 Reviews",No offer this product,"1,453", 147 Reviews
338,"APPLE iPhone 12 Pro Max (Silver, 512 GB)","₹1,19,990","₹1,49,900",4.6,"1,253 Ratings & 101 Reviews",19% off,"1,253", 101 Reviews
339,"APPLE iPhone 7 (Gold, 256 GB)","₹74,400",Same Price,4.5,"95,048 Ratings & 9,197 Reviews",No offer this product,"95,048"," 9,197 Reviews"
340,"APPLE iPhone 7 Plus (Black, 128 GB)","₹42,900",Same Price,4.5,"29,792 Ratings & 2,998 Reviews",No offer this product,"29,792"," 2,998 Reviews"
341,"APPLE iPhone 7 Plus (Gold, 128 GB)","₹42,900",Same Price,4.5,"29,792 Ratings & 2,998 Reviews",No offer this product,"29,792"," 2,998 Reviews"
342,"APPLE iPhone 5C (Yellow, 8 GB)","₹37,500",Same Price,3.9,"1,326 Ratings & 265 Reviews",No offer this product,"1,326", 265 Reviews
343,"APPLE iPhone 13 Mini (Starlight, 256 GB)","₹68,990","₹74,900",4.5,"2,909 Ratings & 251 Reviews",7% off,"2,909", 251 Reviews
344,"APPLE iPhone 5s (Space Grey, 16 GB)","₹25,000",Same Price,4.4,"62,715 Ratings & 7,361 Reviews",No offer this product,"62,715"," 7,361 Reviews"
345,"APPLE iPhone XS (Gold, 64 GB)","₹89,900",Same Price,4.7,"11,963 Ratings & 871 Reviews",No offer this product,"11,963", 871 Reviews
346,"APPLE iPhone 11 Pro (Silver, 64 GB)","₹1,06,600",Same Price,4.6,"8,653 Ratings & 630 Reviews",No offer this product,"8,653", 630 Reviews
347,"APPLE iPhone 7 (Jet Black, 32 GB)","₹24,999","₹31,500",4.5,"95,048 Ratings & 9,197 Reviews",20% off,"95,048"," 9,197 Reviews"
348,"APPLE iPhone XS Max (Silver, 512 GB)","₹1,44,900",Same Price,4.6,"1,453 Ratings & 147 Reviews",No offer this product,"1,453", 147 Reviews
349,"APPLE iPhone 5s (Silver, 16 GB)","₹25,000",Same Price,4.4,"62,715 Ratings & 7,361 Reviews",No offer this product,"62,715"," 7,361 Reviews"
350,"APPLE iPhone 6s (Space Grey, 128 GB)","₹82,000",Same Price,4.5,"93,041 Ratings & 9,245 Reviews",No offer this product,"93,041"," 9,245 Reviews"
351,"APPLE iPhone 7 Plus (Red, 128 GB)","₹42,900",Same Price,4.5,"29,792 Ratings & 2,998 Reviews",No offer this product,"29,792"," 2,998 Reviews"
352,"APPLE iPhone 11 Pro Max (Midnight Green, 256 GB)","₹1,31,900",Same Price,4.7,"1,093 Ratings & 99 Reviews",No offer this product,"1,093", 99 Reviews
353,"APPLE iPhone 13 Pro (Sierra Blue, 256 GB)","₹1,29,900",Same Price,4.6,"1,286 Ratings & 110 Reviews",No offer this product,"1,286", 110 Reviews
354,"APPLE iPhone XS (Silver, 64 GB)","₹89,900",Same Price,4.7,"11,963 Ratings & 871 Reviews",No offer this product,"11,963", 871 Reviews
355,"APPLE iPhone 6s Plus (Space Grey, 16 GB)","₹72,000",Same Price,4.4,"18,838 Ratings & 2,381 Reviews",No offer this product,"18,838"," 2,381 Reviews"
356,"APPLE iPhone 7 (Jet Black, 256 GB)","₹74,400",Same Price,4.5,"95,048 Ratings & 9,197 Reviews",No offer this product,"95,048"," 9,197 Reviews"
357,"APPLE iPhone 7 (Black, 128 GB)","₹34,900",Same Price,4.5,"95,048 Ratings & 9,197 Reviews",No offer this product,"95,048"," 9,197 Reviews"
358,"APPLE iPhone 11 Pro (Gold, 256 GB)","₹1,21,300",Same Price,4.6,"8,653 Ratings & 630 Reviews",No offer this product,"8,653", 630 Reviews
359,"Apple iPhone XR (White, 64 GB) (Includes EarPods, Power Adapter)","₹39,999","₹47,900",4.6,"1,00,548 Ratings & 8,570 Reviews",16% off,"1,00,548"," 8,570 Reviews"
